team,player,event_type,reason,start_date,end_date,days,url
AFC Bournemouth,Junior Stanislas,injury,Ankle injury,2016-12-04,2016-12-25,22 days,https://www.transfermarkt.co.uk/junior-stanislas/profil/spieler/87672
AFC Bournemouth,Junior Stanislas,injury,Inguinal hernia,2016-06-01,2016-08-27,88 days,https://www.transfermarkt.co.uk/junior-stanislas/profil/spieler/87672
AFC Bournemouth,Marc Pugh,injury,Hamstring injury,2016-09-07,2016-11-04,59 days,https://www.transfermarkt.co.uk/marc-pugh/profil/spieler/36939
AFC Bournemouth,Jordon Ibe,none,,,,,https://www.transfermarkt.co.uk/jordon-ibe/profil/spieler/195652
AFC Bournemouth,Benik Afobe,none,,,,,https://www.transfermarkt.co.uk/benik-afobe/profil/spieler/110858
AFC Bournemouth,Callum Wilson,injury,Cruciate ligament tear,2017-02-02,2017-10-20,261 days,https://www.transfermarkt.co.uk/callum-wilson/profil/spieler/123682
AFC Bournemouth,Joshua King,none,,,,,https://www.transfermarkt.co.uk/joshua-king/profil/spieler/91059
AFC Bournemouth,Lys Mousset,none,,,,,https://www.transfermarkt.co.uk/lys-mousset/profil/spieler/291422
AFC Bournemouth,Lewis Grabban,none,,,,,https://www.transfermarkt.co.uk/lewis-grabban/profil/spieler/35413
AFC Bournemouth,Harry Cornick,none,,,,,https://www.transfermarkt.co.uk/harry-cornick/profil/spieler/255703
AFC Bournemouth,Sam Surridge,none,,,,,https://www.transfermarkt.co.uk/sam-surridge/profil/spieler/398402
